company_Name,domain,server,ip_address,organization,MX1,MX2
Magnetic Insight,magneticinsight.com,Apache,208.73.201.59,"AS19318 Interserver, Inc",0 magneticinsight-com.mail.protection.outlook.com.,
LambdaTest,lambdatest.com,cloudflare,104.18.4.65,"AS13335 Cloudflare, Inc.",1 aspmx.l.google.com.,10 aspmx2.googlemail.com.
Immuta,immuta.com,cloudflare,141.193.213.20,"AS209242 Cloudflare London, LLC",10 aspmx.l.google.com.,20 alt1.aspmx.l.google.com.
Pajarito Powder,pajaritopowder.com,nginx,146.148.92.162,AS396982 Google LLC,0 pajaritopowder-com.mail.protection.outlook.com.,
Sharper Shape,sharpershape.com,cloudflare,141.193.213.10,"AS209242 Cloudflare London, LLC",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
Genies,genies.com,Netlify,75.2.60.5,"AS16509 Amazon.com, Inc.",1 aspmx.l.google.com.,10 aspmx2.googlemail.com.
Materna Medical,maternamed.com,,,AS24940 Hetzner Online GmbH,0 maternamed-com.mail.protection.outlook.com.,
Evisort,evisort.com,,52.11.45.250,"AS16509 Amazon.com, Inc.",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
ATLAS Space Operations,atlasground.com,,,AS24940 Hetzner Online GmbH,1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
Elevation,elevationenergysolutions.com,,,AS24940 Hetzner Online GmbH,0 elevationenergysolutions-com.mail.protection.outlook.com.,
Avenda Health,avendahealth.com,,,AS24940 Hetzner Online GmbH,1 aspmx.l.google.com.,10 aspmx2.googlemail.com.
Centerline Biomedical,centerlinebiomed.com,openresty,34.120.145.50,AS396982 Google LLC,,
Wasabi Technologies,wasabi.com,,,AS24940 Hetzner Online GmbH,10 wasabi-com.mail.protection.outlook.com.,
OnCorps,oncorps.ai,,52.11.45.250,"AS16509 Amazon.com, Inc.",10 aspmx.l.google.com.,20 alt1.aspmx.l.google.com.
Pawlicy Advisor,pawlicy.com,Vercel,76.76.21.21,"AS16509 Amazon.com, Inc.",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
Alma,helloalma.com,Netlify,75.2.60.5,"AS16509 Amazon.com, Inc.",1 aspmx.l.google.com.,10 aspmx2.googlemail.com.
Calyxo,calyxoinc.com,,,AS24940 Hetzner Online GmbH,0 calyxoinc-com.mail.eo.outlook.com.,
Decisio Health,decisiohealth.com,nginx,34.69.60.32,AS396982 Google LLC,1 aspmx.l.google.com.,10 aspmx2.googlemail.com.
Raven360,raven360.com,cloudflare,199.60.103.228,"AS209242 Cloudflare London, LLC",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
Stord,stord.com,Vercel,76.76.21.21,"AS16509 Amazon.com, Inc.",1 aspmx.l.google.com.,10 aspmx2.googlemail.com.
Glia,glia.com,,52.25.204.60,"AS16509 Amazon.com, Inc.",10 aspmx.l.google.com.,20 alt1.aspmx.l.google.com.
Inari,inari.com,Netlify,75.2.60.5,"AS16509 Amazon.com, Inc.",10 d212317a.ess.barracudanetworks.com.,10 d212317b.ess.barracudanetworks.com.
Folx Health,folxhealth.com,AmazonS3,18.161.6.112,"AS16509 Amazon.com, Inc.",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
Boston Micro Fabrication,bmftec.com,,,AS24940 Hetzner Online GmbH,0 bmftec-com.mail.protection.outlook.com.,
OnPoint,onpoint-us.com,Apache,72.167.70.199,"AS398101 GoDaddy.com, LLC",0 onpointus-com01i.mail.protection.outlook.com.,
Vibenomics,vibenomics.com,cloudflare,141.193.213.10,"AS209242 Cloudflare London, LLC",10 aspmx.l.google.com.,20 alt1.aspmx.l.google.com.
Checkr,checkr.com,nginx,23.185.0.2,"AS54113 Fastly, Inc.",10 mxa-00450a01.gslb.pphosted.com.,10 mxb-00450a01.gslb.pphosted.com.
Invetx,invetx.com,,,AS24940 Hetzner Online GmbH,10 mx1-us1.ppe-hosted.com.,20 mx2-us1.ppe-hosted.com.
Zenysis,zenysis.com,AmazonS3,18.161.6.109,"AS16509 Amazon.com, Inc.",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
Rain,rain.us,,,AS24940 Hetzner Online GmbH,1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
VitalTech,vitaltech.com,nginx,192.0.78.188,"AS2635 Automattic, Inc",10 vitaltech-com.mail.protection.outlook.com.,
Fetch,fetchrewards.com,,,AS24940 Hetzner Online GmbH,1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
SwanBio Therapeutics,swanbiotx.com,nginx/1.23.4,192.145.234.17,"AS22611 InMotion Hosting, Inc.",10 d236124a.ess.barracudanetworks.com.,20 d236124b.ess.barracudanetworks.com.
Mojo Vision,mojo.vision,Netlify,34.168.247.115,AS396982 Google LLC,0 mojo-vision.mail.protection.outlook.com.,
Aero,aero.com,Sucuri/Cloudproxy,192.124.249.54,AS30148 Sucuri,1 ASPMX.L.GOOGLE.com.,10 ALT3.ASPMX.L.GOOGLE.com.
Postscript,postscript.io,Netlify,99.83.231.61,"AS16509 Amazon.com, Inc.",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
AltPep,altpep.com,cloudflare,141.193.213.10,"AS209242 Cloudflare London, LLC",0 mx1-us1.ppe-hosted.com.,0 mx2-us1.ppe-hosted.com.
Singlera Genomics,singleragenomics.com,,,AS24940 Hetzner Online GmbH,0 singleragenomics-com.mail.protection.partner.outlook.cn.,
LandGate,petrovalues.com,,,AS24940 Hetzner Online GmbH,10 ASPMX.L.GOOGLE.com.,20 ALT1.ASPMX.L.GOOGLE.com.
Ablative Solutions,ablativesolutions.com,nginx,45.63.91.57,"AS20473 The Constant Company, LLC",0 d205862a.ess.barracudanetworks.com.,1 d205862b.ess.barracudanetworks.com.
Amaryllis Payment Solutions,amaryllispay.com,LiteSpeed,185.132.5.235,"AS55293 A2 Hosting, Inc.",0 amaryllispay-com.mail.protection.outlook.com.,
Crusoe Energy Systems,crusoeenergy.com,AmazonS3,18.161.6.98,"AS16509 Amazon.com, Inc.",10 us-smtp-inbound-1.mimecast.com.,10 us-smtp-inbound-2.mimecast.com.
DocSpera,docspera.com,AmazonS3,54.213.95.128,"AS16509 Amazon.com, Inc.",1 aspmx.l.google.com.,2 alt1.aspmx.l.google.com.
Elektrofi,elektrofi.com,Squarespace,198.49.23.145,"AS53831 Squarespace, Inc.",1 elektrofi-com.mail.protection.outlook.com.,
Open Book Extracts,openbookextracts.com,cloudflare,104.26.14.176,"AS13335 Cloudflare, Inc.",10 aspmx.l.google.com.,20 alt1.aspmx.l.google.com.
Levita Magnetics,levitamag.com,,,AS24940 Hetzner Online GmbH,0 mx1.mailchannels.net.,0 mx2.mailchannels.net.
Altana AI,altana.ai,Vercel,76.76.21.21,"AS16509 Amazon.com, Inc.",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
"Ekalavya Hansaj, Inc.",ekalavyahansaj.com,,,AS24940 Hetzner Online GmbH,1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
ScotchPorter,scotchporter.com,cloudflare,23.227.38.74,"AS13335 Cloudflare, Inc.",0 scotchporter-com.mail.protection.outlook.com.,10 alt3.aspmx.l.google.com.
Amberdata,amberdata.io,cloudflare,199.60.103.28,"AS209242 Cloudflare London, LLC",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
Vendr,vendr.com,,52.25.204.60,"AS16509 Amazon.com, Inc.",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
Innago - Property Management Software,innago.com,,,AS24940 Hetzner Online GmbH,0 innago-com.mail.protection.outlook.com.,
Fictiv,fictiv.com,cloudflare,104.21.72.139,"AS13335 Cloudflare, Inc.",10 aspmx.l.google.com.,20 alt1.aspmx.l.google.com.
Flatfile,flatfile.com,GatsbyHosting,199.232.194.22,"AS54113 Fastly, Inc.",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
Rapid,rapidapi.com,cloudflare,172.66.42.232,"AS13335 Cloudflare, Inc.",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
Token,tokenize.com,,,AS24940 Hetzner Online GmbH,,
NexHealth,nexhealth.com,,52.11.45.250,"AS16509 Amazon.com, Inc.",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
Upward Health,upwardhealth.com,Sucuri/Cloudproxy,192.124.249.125,AS30148 Sucuri,0 upwardhealth-com.mail.protection.outlook.com.,
Pearlx Infrastructure,pearlx.com,nginx,3.97.184.250,"AS16509 Amazon.com, Inc.",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
Medallion,medallion.co,,212.2.243.166,AS212047 Civo LTD,10 aspmx.l.google.com.,20 alt1.aspmx.l.google.com.
Kindertales,kindertales.com,cloudflare,199.60.103.225,"AS209242 Cloudflare London, LLC",10 aspmx.l.google.com.,20 alt1.aspmx.l.google.com.
Elation Health,elationhealth.com,cloudflare,204.246.191.40,"AS16509 Amazon.com, Inc.",10 aspmx.l.google.com.,20 alt1.aspmx.l.google.com.
Sitetracker,sitetracker.com,nginx,23.185.0.2,"AS54113 Fastly, Inc.",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
Pachama,pachama.com,cloudflare,141.193.213.21,"AS209242 Cloudflare London, LLC",1 aspmx.l.google.com.,10 aspmx2.googlemail.com.
AlphaSense,alpha-sense.com,cloudflare,141.193.213.21,"AS209242 Cloudflare London, LLC",10 aspmx.l.google.com.,20 alt1.aspmx.l.google.com.
Ojjo,ojjo.com,Squarespace,198.49.23.145,"AS53831 Squarespace, Inc.",0 ojjo-com.mail.protection.outlook.com.,
Afresh,afresh.com,,52.11.45.250,"AS16509 Amazon.com, Inc.",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
Sentry,sentry.io,,,AS24940 Hetzner Online GmbH,10 aspmx.l.google.com.,20 alt1.aspmx.l.google.com.
Workstream,workstream.us,,18.161.6.112,"AS16509 Amazon.com, Inc.",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
PayCargo,paycargo.com,cloudflare,141.193.213.20,"AS209242 Cloudflare London, LLC",0 paycargo-com.mail.protection.outlook.com.,
Bainbridge Health,bainbridgehealth.com,cloudflare,199.60.103.2,"AS209242 Cloudflare London, LLC",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
ILiAD Biotechnologies,iliadbio.com,Apache,107.180.56.177,"AS26496 GoDaddy.com, LLC",1 aspmx.l.google.com.,10 aspmx2.googlemail.com.
BigPanda,bigpanda.io,cloudflare,141.193.213.10,"AS209242 Cloudflare London, LLC",1 aspmx.l.google.com.,10 aspmx2.googlemail.com.
Observe.AI,observe.ai,,52.11.45.250,"AS16509 Amazon.com, Inc.",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
Landing,hellolanding.com,cloudflare,172.67.68.11,"AS13335 Cloudflare, Inc.",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
Frontera Therapeutics,fronteratherapeutics.com,Apache,34.230.163.125,"AS14618 Amazon.com, Inc.",10 mx1-us1.ppe-hosted.com.,10 mx2-us1.ppe-hosted.com.
BridGene Biosciences,bridgenebiosciences.com,,,AS24940 Hetzner Online GmbH,10 mx.zoho.com.,20 mx2.zoho.com.
VTS,vts.com,cloudflare,151.101.22.49,"AS54113 Fastly, Inc.",1 aspmx.l.google.com.,10 aspmx2.googlemail.com.
Preply,preply.com,cloudflare,104.18.21.180,"AS13335 Cloudflare, Inc.",1 aspmx.l.google.com.,2 alt1.aspmx.l.google.com.
Truework,truework.com,Netlify,99.84.66.49,"AS16509 Amazon.com, Inc.",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
AccessFintech,accessfintech.com,Apache,89.187.85.19,AS31708 Coreix Ltd,0 accessfintech-com.mail.protection.outlook.com.,
OpenSpace,openspace.ai,nginx,23.185.0.4,"AS54113 Fastly, Inc.",1 aspmx.l.google.com.,10 aspmx2.googlemail.com.
Clarke Valve,clarkeindustrialengineering.com,,,AS24940 Hetzner Online GmbH,0 mail.clarkeindustrialengineering.com.,
InsurePay,insurepay.com,,,AS24940 Hetzner Online GmbH,10 insurepay-com.mail.protection.outlook.com.,
seqWell,seqwell.com,,,AS24940 Hetzner Online GmbH,1 aspmx.l.google.com.,10 aspmx3.googlemail.com.
Vyriad,vyriad.com,Flywheel/5.1.0,151.101.2.159,"AS54113 Fastly, Inc.",0 vyriad-com.mail.protection.outlook.com.,
Imply,imply.io,nginx,34.121.120.87,AS396982 Google LLC,1 aspmx.l.google.com.,10 aspmx2.googlemail.com.
Green Theme Technologies,greenthemetek.com,openresty,192.169.223.13,"AS398101 GoDaddy.com, LLC",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
Veza,veza.com,cloudflare,172.67.165.211,"AS13335 Cloudflare, Inc.",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
Housecall Pro,housecallpro.com,CloudFront,204.246.191.39,"AS16509 Amazon.com, Inc.",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
Gorgias,gorgias.com,,52.25.204.60,"AS16509 Amazon.com, Inc.",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
Aledade,aledade.com,nginx,23.185.0.3,"AS54113 Fastly, Inc.",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
LetsGetChecked,letsgetchecked.com,AmazonS3,99.84.66.110,"AS16509 Amazon.com, Inc.",1 aspmx.l.google.com.,10 aspmx2.googlemail.com.
Zesty.ai,zesty.ai,Apache,199.115.124.219,AS8304 Ecritel SASU,1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
Zyl̦ Therapeutics,zylotherapeutics.com,Pepyaka/1.19.10,34.149.87.45,AS15169 Google LLC,0 zylotherapeutics-com.mail.protection.outlook.com.,
Overtime,itsovertime.com,,18.161.6.27,"AS16509 Amazon.com, Inc.",1 aspmx.l.google.com.,10 aspmx2.googlemail.com.
Nightfall AI,nightfall.ai,,52.11.45.250,"AS16509 Amazon.com, Inc.",1 aspmx.l.google.com.,10 aspmx2.googlemail.com.
Lucid Green,lucid-id.com,nginx,75.2.115.196,"AS16509 Amazon.com, Inc.",,
Firstbase,firstbase.com,,34.209.167.56,"AS16509 Amazon.com, Inc.",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
FreeWire Technologies,freewiretech.com,cloudflare,141.193.213.11,"AS209242 Cloudflare London, LLC",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
VidMob,vidmob.com,nginx,34.134.137.167,AS396982 Google LLC,1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
HomeLight,homelight.com,Cowboy,151.101.22.132,"AS54113 Fastly, Inc.",10 aspmx.l.google.com.,20 alt1.aspmx.l.google.com.
Solidus Labs,soliduslabs.com,,34.209.167.56,"AS16509 Amazon.com, Inc.",1 aspmx.l.google.com.,10 aspmx2.googlemail.com.
Accelus,accelusinc.com,Apache,162.217.150.79,AS13984 SD Data Center,10 accelusinc.com.1.0001.arsmtp.com.,20 accelusinc.com.2.0001.arsmtp.com.
Belong,belonghome.com,Vercel,76.76.21.21,"AS16509 Amazon.com, Inc.",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
Jeeves,tryjeeves.com,,34.209.167.56,"AS16509 Amazon.com, Inc.",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
Messari,messari.io,cloudflare,104.18.7.70,"AS13335 Cloudflare, Inc.",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
Gloat,gloat.com,cloudflare,141.193.213.20,"AS209242 Cloudflare London, LLC",1 aspmx.l.google.com.,10 aspmx2.googlemail.com.
Cista,cistadesign.com,Microsoft-IIS/10.0,216.69.141.67,"AS398101 GoDaddy.com, LLC",0 cistadesign-com.mail.protection.outlook.com.,
CertiK,certik.com,Vercel,76.76.21.21,"AS16509 Amazon.com, Inc.",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
LinkSquares,linksquares.com,cloudflare,162.159.135.42,"AS13335 Cloudflare, Inc.",1 aspmx.l.google.com.,10 aspmx2.googlemail.com.
Curebase,curebase.com,,52.11.45.250,"AS16509 Amazon.com, Inc.",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
GlossGenius,glossgenius.com,,18.161.6.53,"AS16509 Amazon.com, Inc.",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
Metalenz,metalenz.com,nginx,23.185.0.3,"AS54113 Fastly, Inc.",0 metalenz-com.mail.eo.outlook.com.,
Mainspring Energy,mainspringenergy.com,Netlify,35.247.66.204,AS396982 Google LLC,1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
Reify Health,reifyhealth.com,,52.11.45.250,"AS16509 Amazon.com, Inc.",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
Caribou,gocaribou.com,Vercel,76.76.21.21,"AS16509 Amazon.com, Inc.",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
fftest-lisa,15five.com,cloudflare,141.193.213.21,"AS209242 Cloudflare London, LLC",0 aspmx.l.google.com.,10 alt1.aspmx.l.google.com.
Retia Medical,retiamedical.com,Apache,69.163.144.202,"AS26347 New Dream Network, LLC",0 retiamedical-com.mail.protection.outlook.com.,
Cassia Networks,cassianetworks.com,nginx,104.198.254.120,AS396982 Google LLC,cassianetworks.wpengine.com.,
Flip,flip.shop,,34.223.162.241,"AS16509 Amazon.com, Inc.",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
Sonde Health,sondehealth.com,Squarespace,198.185.159.145,"AS53831 Squarespace, Inc.",5 sondehealth-com.mail.protection.outlook.com.,
NetQub,netqub.com,LiteSpeed,52.25.252.101,"AS16509 Amazon.com, Inc.",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
Coralogix,coralogix.com,cloudflare,104.18.11.234,"AS13335 Cloudflare, Inc.",10 aspmx.l.google.com.,20 alt1.aspmx.l.google.com.
Delfi Diagnostics,delfidiagnostics.com,nginx,143.198.65.64,"AS14061 DigitalOcean, LLC",10 delfidiagnostics-com.mx1.arsmtp.com.,20 delfidiagnostics-com.mx2.arsmtp.com.
Fashinza,fashinza.com,nginx/1.18.0 (Ubuntu),13.232.80.3,"AS16509 Amazon.com, Inc.",1 aspmx.l.google.com.,10 aspmx2.googlemail.com.
WorkRamp,workramp.com,nginx,35.239.47.170,AS396982 Google LLC,1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
Openly,openly.com,cloudflare,199.60.103.109,"AS209242 Cloudflare London, LLC",1 aspmx.l.google.com.,10 aspmx2.googlemail.com.
NextBillion,gmail.com,,,AS24940 Hetzner Online GmbH,10 alt1.gmail-smtp-in.l.google.com.,20 alt2.gmail-smtp-in.l.google.com.
Booster,trybooster.com,,,AS24940 Hetzner Online GmbH,1 aspmx.l.google.com.,10 aspmx2.googlemail.com.
Mosaic.tech,mosaic.tech,Vercel,76.76.21.21,"AS16509 Amazon.com, Inc.",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
Onfleet,onfleet.com,nginx/1.14.0 (Ubuntu),52.201.115.220,"AS14618 Amazon.com, Inc.",1 aspmx.l.google.com.,10 aspmx2.googlemail.com.
Vessel,vesselhealth.com,,,AS24940 Hetzner Online GmbH,1 aspmx.l.google.com.,10 aspmx2.googlemail.com.
Astatech,astatechinc.com,Apache/2.2.15 (CentOS),104.130.26.101,AS27357 Rackspace Hosting,0 astatechinc-com.mail.protection.outlook.com.,
Appsmith,appsmith.com,Vercel,76.76.21.21,"AS16509 Amazon.com, Inc.",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
Prisma,prisma.io,,,AS24940 Hetzner Online GmbH,1 aspmx.l.google.com.,10 aspmx2.googlemail.com.
Trovata,trovata.io,nginx/1.22.1,44.234.223.86,"AS16509 Amazon.com, Inc.",1 aspmx.l.google.com.,5 alt1.aspmx.l.google.com.
Spine BioPharma,spinebiopharma.com,,,AS24940 Hetzner Online GmbH,,
Incyclix Bio,incyclixbio.com,nginx,104.196.12.201,AS396982 Google LLC,0 incyclixbio-com.mail.protection.outlook.com.,
Material Security,material.security,,,AS24940 Hetzner Online GmbH,1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
Conversica,conversica.com,cloudflare,141.193.213.21,"AS209242 Cloudflare London, LLC",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
Accern,accern.com,,,AS24940 Hetzner Online GmbH,1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
tZERO,tzero.com,cloudflare,104.18.185.23,"AS13335 Cloudflare, Inc.",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
Scratchpay,scratchpay.com,cloudflare,104.22.36.117,"AS13335 Cloudflare, Inc.",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
Luxury Presence,luxurypresence.com,,,AS24940 Hetzner Online GmbH,1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
BoostUp.ai,boostup.ai,cloudflare,199.60.103.225,"AS209242 Cloudflare London, LLC",1 aspmx.l.google.com.,10 aspmx2.googlemail.com.
Sharebite,sharebite.com,AmazonS3,99.84.66.88,"AS16509 Amazon.com, Inc.",1 aspmx.l.google.com.,10 aspmx2.googlemail.com.
DoControl,docontrol.io,,34.209.167.56,"AS16509 Amazon.com, Inc.",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
Regenacy Pharmaceuticals,regenacy.com,Squarespace,198.185.159.144,"AS53831 Squarespace, Inc.",0 regenacy-com.mail.protection.outlook.com.,
Persistent Energy Partners,persistentenergypartners.com,,,AS24940 Hetzner Online GmbH,,
Equalum,equalum.io,nginx,161.35.215.102,"AS14061 DigitalOcean, LLC",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
Naurex,naurex.com,,,AS24940 Hetzner Online GmbH,10 naurex.com.inbound10.mxlogic.net.,10 naurex.com.inbound10.mxlogicmx.net.
Tesorio,tesorio.com,nginx,18.161.6.38,"AS16509 Amazon.com, Inc.",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
BloXroute Labs,bloxroute.com,,,AS24940 Hetzner Online GmbH,1 aspmx.l.google.com.,10 aspmx2.googlemail.com.
AgencyKPI,agencykpi.com,Squarespace,198.185.159.145,"AS53831 Squarespace, Inc.",10 agencykpi.com.1.0001.arsmtp.com.,20 agencykpi.com.2.0001.arsmtp.com.
Own Up,ownup.com,Netlify,34.105.68.244,AS396982 Google LLC,1 aspmx.l.google.com.,10 aspmx2.googlemail.com.
SmartHop,smarthop.co,,,AS24940 Hetzner Online GmbH,1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
JOBOX.ai,jobox.ai,,,AS24940 Hetzner Online GmbH,1 aspmx.l.google.com.,10 aspmx2.googlemail.com.
Beilai Bio,baylxinc.com,Pepyaka/1.19.10,34.149.87.45,AS15169 Google LLC,10 aspmx.l.google.com.,20 alt1.aspmx.l.google.com.
Kafene,kafene.com,cloudflare,104.21.46.126,"AS13335 Cloudflare, Inc.",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
Lindy Biosciences,lindybio.com,Pepyaka/1.19.10,34.149.87.45,AS15169 Google LLC,0 lindybio-com.mail.protection.outlook.com.,
Light Field Lab,lightfieldlab.com,,52.25.204.60,"AS16509 Amazon.com, Inc.",10 lightfieldlab-com.mail.protection.outlook.com.,
Guard Medical,guard-medical.com,,,AS24940 Hetzner Online GmbH,0 d283558a.ess.barracudanetworks.com.,10 d283558b.ess.barracudanetworks.com.
Upfront Healthcare Services,upfronthealthcare.com,cloudflare,141.193.213.21,"AS209242 Cloudflare London, LLC",0 upfronthealthcare-com.mail.protection.outlook.com.,
Socially Determined,sociallydetermined.com,cloudflare,199.60.103.31,"AS209242 Cloudflare London, LLC",0 sociallydetermined-com.mail.protection.outlook.com.,
Frontdesk,stayfrontdesk.com,Cowboy,18.205.36.100,"AS14618 Amazon.com, Inc.",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
Octet Medical,octetmedical.com,,199.15.163.138,AS58182 Wix.com Ltd.,10 mx1-us1.ppe-hosted.com.,20 mx2-us1.ppe-hosted.com.
Sonomotion,sonomotion.com,Apache,208.113.216.16,"AS26347 New Dream Network, LLC",0 mx1.mailchannels.net.,0 mx2.mailchannels.net.
Momnt,momnt.com,Apache/2.4.41 (Ubuntu),34.194.221.222,"AS14618 Amazon.com, Inc.",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
REVA Medical,revamedical.com,nginx,35.185.15.10,AS396982 Google LLC,0 revamedical-com.mail.protection.outlook.com.,
Carlsmed,carlsmed.com,Sucuri/Cloudproxy,192.124.249.68,AS30148 Sucuri,0 carlsmed-com.mail.protection.outlook.com.,
Phraxis,phraxis.com,DPS/2.0.0-beta+sha-7828e72,76.223.105.230,"AS16509 Amazon.com, Inc.",10 mx1-us1.ppe-hosted.com.,20 mx2-us1.ppe-hosted.com.
DuraStat,durastat.com,Apache,52.119.45.92,AS394949 Fused Network Corporation,0 durastat-com.mail.protection.outlook.com.,
TenNor Therapeutics,tennorx.com,F-WEB,23.91.101.66,AS135377 UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,0 tennorx-com.mail.protection.partner.outlook.cn.,
Infleqtion,infleqtion.com,Flywheel/5.1.0,151.101.130.159,"AS54113 Fastly, Inc.",0 infleqtion-com.mail.protection.outlook.com.,
OneRail,onerail.io,,,AS24940 Hetzner Online GmbH,0 onerail-io.mail.eo.outlook.com.,
Deepgram,deepgram.com,cloudflare,141.193.213.21,"AS209242 Cloudflare London, LLC",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
Vial,vialtrials.com,,,AS24940 Hetzner Online GmbH,1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
ResortPass,resortpass.com,cloudflare,104.22.15.193,"AS13335 Cloudflare, Inc.",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
Zylo,zylo.com,nginx,23.185.0.3,"AS54113 Fastly, Inc.",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
Joy,withjoy.com,nginx/1.23.3,204.246.191.84,"AS16509 Amazon.com, Inc.",1 aspmx.l.google.com.,10 aspmx2.googlemail.com.
Swell Energy,swellenergy.com,AmazonS3,204.246.191.20,"AS16509 Amazon.com, Inc.",1 aspmx.l.google.com.,10 aspmx2.googlemail.com.
Plant Prefab,plantprefab.com,AmazonS3,204.246.191.43,"AS16509 Amazon.com, Inc.",0 plantprefab-com.mail.protection.outlook.com.,
Saltbox,joinsaltbox.com,,,AS24940 Hetzner Online GmbH,10 aspmx.l.google.com.,20 alt1.aspmx.l.google.com.
Runway,runwayml.com,Vercel,76.76.21.21,"AS16509 Amazon.com, Inc.",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
FogPharma,fogpharma.com,nginx,34.72.11.255,AS396982 Google LLC,10 us-smtp-inbound-1.mimecast.com.,10 us-smtp-inbound-2.mimecast.com.
HYPR,hypr.com,cloudflare,199.60.103.254,"AS209242 Cloudflare London, LLC",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
Aura Frames,auraframes.com,Apache,18.161.6.113,"AS16509 Amazon.com, Inc.",1 aspmx.l.google.com.,10 alt3.aspmx.l.google.com.
ZOE,joinzoe.com,Vercel,76.76.21.21,"AS16509 Amazon.com, Inc.",1 aspmx.l.google.com.,10 alt3.aspmx.l.googlemail.com.
Mad Street Den,madstreetden.com,Apache/2.4.29 (Ubuntu),18.139.15.108,"AS16509 Amazon.com, Inc.",10 alt3.aspmx.l.google.com.,10 alt4.aspmx.l.google.com.
Escient Pharmaceuticals,escientpharma.com,nginx,35.224.194.109,AS396982 Google LLC,0 escientpharma-com.mail.protection.outlook.com.,
